w1,w2,paraphrase
purse,net,fishing net pulled together like a purse
purse,net,fishing net closed or drawn together like a purse
purse,net,fishing net shut or drawn together like a purse
purse,net,fishing net shut or pulled together like a purse
purse,net,fishing net closed or pulled together like a purse
purse,net,fishing net that can be closed like a purse
purse,net,fishing net that can be shut like a purse
purse,net,fishing net that can be drawn together like a purse
purse,net,fishing net that can be pulled together like a purse
purse,net,fishing net that functions like a purse
purse,net,fishing net that operates like a purse
purse,net,fishing net that shuts like purse
purse,net,fishing net whose mouth closes like a purse
purse,net,fishing net whose mouth shuts like a purse
purse,net,fishing net whose mouth draws together like a purse
purse,net,fishing net whose mouth pulls together like a purse
purse,net,fishing net whose top closes together like a purse
purse,net,fishing net whose top shuts together like a purse
purse,net,fishing net whose top draws together like a purse
purse,net,fishing net whose top pulls together like a purse
purse,net,fishing net with a mouth closes like a purse
purse,net,fishing net with a mouth shuts like a purse
purse,net,fishing net with a mouth draws together like a purse
purse,net,fishing net with a mouth pulls together like a purse
purse,net,fishing net with a top closes together like a purse
purse,net,fishing net with a top shuts together like a purse
purse,net,fishing net with a top draws together like a purse
purse,net,fishing net with a top pulls together like a purse
purse,net,fishing net that resembles a purse
purse,net,fishing net that looks like a purse
recognition,system,system for recognition
recognition,system,system by which recognition is done
